DGP,T,J,Method,Row,Int,beta_p,beta_w,sigma,xi_mean_abs_error,xi_sd_error,Prob_signal,Prob_noise,FailRate
DGP2,25,15,BLP+CostIV,Bias,0.2299375929030399,0.34759963395488985,-0.054635955285291436,-1.3617276746242264,0.359708673658237,0.3962612993216653,nan,nan,0.0
DGP2,25,15,BLP+CostIV,SD,0.20942637715235518,0.0648383626165031,0.1339019377609487,0.19922126695225256,,,,,0.0
DGP2,25,15,BLP-NoCostIV,Bias,0.3029873884829497,-0.4821886580454645,-0.03247818486949029,-0.21799999999999997,0.5685030036918566,0.6396015593691974,nan,nan,0.0
DGP2,25,15,BLP-NoCostIV,SD,0.20927268108432612,1.110090077394921,0.1378291349047003,2.0481145801281073,,,,,0.0
DGP2,25,15,Shrinkage,Bias,0.07104536337898773,-0.162315303249981,0.016059402966673315,-0.009134615384615352,0.13094343337553632,0.15956689098903515,0.9919966787420051,0.35120234637051256,0.0
DGP2,25,15,Shrinkage,SD,0.08156221444982961,0.04964821800437978,0.05463793481516859,0.11036053293423041,,,,,0.0
